symbol,yahoo_symbol,rows,first_date,last_date
TRNS,TRNS,2514,2016-07-18,2026-07-17
TRON,TRON,733,2023-08-15,2026-07-17
TROO,TROO,2514,2016-07-18,2026-07-17
TROW,TROW,2514,2016-07-18,2026-07-17
TRS,TRS,2514,2016-07-18,2026-07-17
TRSG,TRSG,562,2024-04-19,2026-07-17
TRUG,TRUG,1159,2021-12-02,2026-07-17
TRUP,TRUP,2514,2016-07-18,2026-07-17
TRVI,TRVI,1809,2019-05-07,2026-07-17
TSBK,TSBK,2514,2016-07-18,2026-07-17
TSCO,TSCO,2514,2016-07-18,2026-07-17
TSEM,TSEM,2514,2016-07-18,2026-07-17
TSHA,TSHA,1459,2020-09-24,2026-07-17
TSLA,TSLA,2514,2016-07-18,2026-07-17
TSSI,TSSI,2514,2016-07-18,2026-07-17
TTAN,TTAN,398,2024-12-12,2026-07-17
TTD,TTD,2468,2016-09-21,2026-07-17
TTEC,TTEC,2514,2016-07-18,2026-07-17
TTEK,TTEK,2514,2016-07-18,2026-07-17
TTGT,TTGT,2514,2016-07-18,2026-07-17
TTMI,TTMI,2514,2016-07-18,2026-07-17
TTRX,TTRX,194,2025-10-08,2026-07-17
TTWO,TTWO,2514,2016-07-18,2026-07-17
TULP,TULP,2514,2016-07-18,2026-07-17
TUSK,TUSK,2451,2016-10-14,2026-07-17
TVAI,TVAI,262,2025-07-02,2026-07-17
TVGN,TVGN,1136,2022-01-05,2026-07-17
TVIV,TVIV,5,2026-07-13,2026-07-17
TVRD,TVRD,2514,2016-07-18,2026-07-17
TVTX,TVTX,2514,2016-07-18,2026-07-17
TW,TW,1831,2019-04-04,2026-07-17
TWAV,TWAV,2514,2016-07-18,2026-07-17
TWFG,TWFG,501,2024-07-18,2026-07-17
TWG,TWG,564,2024-04-17,2026-07-17
TWIN,TWIN,2514,2016-07-18,2026-07-17
TWLV,TWLV,130,2026-01-09,2026-07-17
TWST,TWST,1936,2018-10-31,2026-07-17
TXG,TXG,1720,2019-09-12,2026-07-17
TXMD,TXMD,2514,2016-07-18,2026-07-17
TXN,TXN,2514,2016-07-18,2026-07-17
TXRH,TXRH,2514,2016-07-18,2026-07-17
TYGO,TYGO,1221,2021-09-03,2026-07-17
TYRA,TYRA,1214,2021-09-15,2026-07-17
TZOO,TZOO,2514,2016-07-18,2026-07-17
UBXG,UBXG,577,2024-03-28,2026-07-17
UCAR,UCAR,813,2023-04-20,2026-07-17
UCTT,UCTT,2514,2016-07-18,2026-07-17
UEIC,UEIC,2514,2016-07-18,2026-07-17
UFG,UFG,378,2025-01-14,2026-07-17
UFPI,UFPI,2514,2016-07-18,2026-07-17
UFPT,UFPT,2514,2016-07-18,2026-07-17
UK,UK,1680,2019-11-07,2026-07-17
ULBI,ULBI,2514,2016-07-18,2026-07-17
ULCC,ULCC,1329,2021-04-01,2026-07-17
ULH,ULH,2514,2016-07-18,2026-07-17
ULTA,ULTA,2514,2016-07-18,2026-07-17
UMBF,UMBF,2514,2016-07-18,2026-07-17
UNB,UNB,2514,2016-07-18,2026-07-17
UNCY,UNCY,1260,2021-07-12,2026-07-17
UONE,UONE,2514,2016-07-18,2026-07-17
UONEK,UONEK,2514,2016-07-18,2026-07-17
UPB,UPB,441,2024-10-11,2026-07-17
UPBD,UPBD,2514,2016-07-18,2026-07-17
UPC,UPC,1336,2021-03-23,2026-07-17
UPLD,UPLD,2514,2016-07-18,2026-07-17
UPST,UPST,1401,2020-12-16,2026-07-17
UPWK,UPWK,1956,2018-10-03,2026-07-17
UPXI,UPXI,1271,2021-06-24,2026-07-17
URBN,URBN,2514,2016-07-18,2026-07-17
URGN,URGN,2313,2017-05-04,2026-07-17
UROY,UROY,1311,2021-04-28,2026-07-17
USAR,USAR,754,2023-07-17,2026-07-17
USAU,USAU,2514,2016-07-18,2026-07-17
USCB,USCB,1251,2021-07-23,2026-07-17
USDE,USDE,15,2026-06-26,2026-07-17
USGO,USGO,813,2023-04-20,2026-07-17
USIO,USIO,2514,2016-07-18,2026-07-17
UTMD,UTMD,2514,2016-07-18,2026-07-17
UTSI,UTSI,2514,2016-07-18,2026-07-17
UVSP,UVSP,2514,2016-07-18,2026-07-17
UYSC,UYSC,287,2025-05-27,2026-07-17
UZX,UZX,645,2023-12-19,2026-07-17
VABK,VABK,2514,2016-07-18,2026-07-17
VALU,VALU,2514,2016-07-18,2026-07-17
VANI,VANI,2514,2016-07-18,2026-07-17
VBIO,VBIO,1173,2021-11-11,2026-07-17
VC,VC,2514,2016-07-18,2026-07-17
VCEL,VCEL,2514,2016-07-18,2026-07-17
VCTR,VCTR,2120,2018-02-08,2026-07-17
VCYT,VCYT,2514,2016-07-18,2026-07-17
VECO,VECO,2514,2016-07-18,2026-07-17
VEEA,VEEA,1305,2021-05-06,2026-07-17
VEEE,VEEE,1253,2021-07-21,2026-07-17
VELO,VELO,1376,2021-01-25,2026-07-17
VERA,VERA,1299,2021-05-14,2026-07-17
VERI,VERI,2307,2017-05-12,2026-07-17
VERU,VERU,2514,2016-07-18,2026-07-17
VERX,VERX,1499,2020-07-29,2026-07-17
VFS,VFS,1220,2021-09-07,2026-07-17
VGAS,VGAS,1201,2021-10-04,2026-07-17
VHC,VHC,2514,2016-07-18,2026-07-17
VHCP,VHCP,110,2026-02-09,2026-07-17
VHUB,VHUB,116,2026-01-30,2026-07-17
VIAV,VIAV,2514,2016-07-18,2026-07-17
VICR,VICR,2514,2016-07-18,2026-07-17
VIR,VIR,1699,2019-10-11,2026-07-17
VIRC,VIRC,2514,2016-07-18,2026-07-17
VISN,VISN,2514,2016-07-18,2026-07-17
VITL,VITL,1497,2020-07-31,2026-07-17
VIVK,VIVK,2514,2016-07-18,2026-07-17
VIVO,VIVO,2514,2016-07-18,2026-07-17
VIVS,VIVS,2514,2016-07-18,2026-07-17
VKTX,VKTX,2514,2016-07-18,2026-07-17
VLGEA,VLGEA,2514,2016-07-18,2026-07-17
VLY,VLY,2514,2016-07-18,2026-07-17
VMET,VMET,96,2026-03-02,2026-07-17
VNCE,VNCE,2514,2016-07-18,2026-07-17
VNDA,VNDA,2514,2016-07-18,2026-07-17
VNME,VNME,226,2025-08-22,2026-07-17
VNOM,VNOM,2514,2016-07-18,2026-07-17
VOR,VOR,1367,2021-02-05,2026-07-17
VOXR,VOXR,1495,2020-08-04,2026-07-17
VRA,VRA,2514,2016-07-18,2026-07-17
VRAX,VRAX,1001,2022-07-21,2026-07-17
VRCA,VRCA,2032,2018-06-15,2026-07-17
VRDN,VRDN,2514,2016-07-18,2026-07-17
VREX,VREX,2384,2017-01-23,2026-07-17
VRM,VRM,353,2025-02-20,2026-07-17
VRME,VRME,2514,2016-07-18,2026-07-17
VRNS,VRNS,2514,2016-07-18,2026-07-17
VRRM,VRRM,2341,2017-03-24,2026-07-17
VRSK,VRSK,2514,2016-07-18,2026-07-17
VRSN,VRSN,2514,2016-07-18,2026-07-17
VRTX,VRTX,2514,2016-07-18,2026-07-17
VRXA,VRXA,450,2024-09-30,2026-07-17
VS,VS,2514,2016-07-18,2026-07-17
VSAT,VSAT,2514,2016-07-18,2026-07-17
VSEC,VSEC,2514,2016-07-18,2026-07-17
VSEE,VSEE,1139,2021-12-31,2026-07-17
VSME,VSME,703,2023-09-27,2026-07-17
VSNT,VSNT,147,2025-12-15,2026-07-17
VSTD,VSTD,966,2022-09-09,2026-07-17
VSTM,VSTM,2514,2016-07-18,2026-07-17
VTGN,VTGN,2514,2016-07-18,2026-07-17
VTIX,VTIX,119,2026-01-27,2026-07-17
VTRS,VTRS,2514,2016-07-18,2026-07-17
VTSI,VTSI,2514,2016-07-18,2026-07-17
VTVT,VTVT,2514,2016-07-18,2026-07-17
VUZI,VUZI,2514,2016-07-18,2026-07-17
VVOS,VVOS,1404,2020-12-11,2026-07-17
VWAV,VWAV,254,2025-07-15,2026-07-17
VYGR,VYGR,2514,2016-07-18,2026-07-17
VYNE,VYNE,2130,2018-01-25,2026-07-17
WABC,WABC,2514,2016-07-18,2026-07-17
WAFD,WAFD,2514,2016-07-18,2026-07-17
WAFU,WAFU,1814,2019-04-30,2026-07-17
WATT,WATT,2514,2016-07-18,2026-07-17
WAY,WAY,528,2024-06-07,2026-07-17
WBD,WBD,2514,2016-07-18,2026-07-17
WBTN,WBTN,515,2024-06-27,2026-07-17
WBUY,WBUY,687,2023-10-19,2026-07-17
WCT,WCT,448,2024-10-02,2026-07-17
WDAY,WDAY,2514,2016-07-18,2026-07-17
WDC,WDC,2514,2016-07-18,2026-07-17
WDFC,WDFC,2514,2016-07-18,2026-07-17
WEN,WEN,2514,2016-07-18,2026-07-17
WENN,WENN,260,2025-07-07,2026-07-17
WERN,WERN,2514,2016-07-18,2026-07-17
WEST,WEST,1189,2021-10-20,2026-07-17
WETH,WETH,603,2024-02-21,2026-07-17
WETO,WETO,348,2025-02-27,2026-07-17
WEYS,WEYS,2514,2016-07-18,2026-07-17
WFCF,WFCF,2514,2016-07-18,2026-07-17
WFF,WFF,328,2025-03-27,2026-07-17
WFRD,WFRD,1390,2021-01-04,2026-07-17
WGRX,WGRX,352,2025-02-21,2026-07-17
WGS,WGS,1430,2020-11-04,2026-07-17
WHF,WHF,2514,2016-07-18,2026-07-17
WHWK,WHWK,2114,2018-02-16,2026-07-17
WILC,WILC,2514,2016-07-18,2026-07-17
WIMI,WIMI,1581,2020-04-01,2026-07-17
WINA,WINA,2514,2016-07-18,2026-07-17
WING,WING,2514,2016-07-18,2026-07-17
WIX,WIX,2514,2016-07-18,2026-07-17
WKHS,WKHS,2514,2016-07-18,2026-07-17
WKSP,WKSP,2514,2016-07-18,2026-07-17
WLDN,WLDN,2514,2016-07-18,2026-07-17
WLFC,WLFC,2514,2016-07-18,2026-07-17
WLII,WLII,72,2026-04-06,2026-07-17
WLTH,WLTH,147,2025-12-15,2026-07-17
WMG,WMG,1538,2020-06-03,2026-07-17
WMT,WMT,2514,2016-07-18,2026-07-17
WNEB,WNEB,2514,2016-07-18,2026-07-17
WNW,WNW,1402,2020-12-15,2026-07-17
WOK,WOK,475,2024-08-23,2026-07-17
WOOF,WOOF,1382,2021-01-14,2026-07-17
WRAP,WRAP,2045,2018-05-29,2026-07-17
WRLD,WRLD,2514,2016-07-18,2026-07-17
WSBC,WSBC,2514,2016-07-18,2026-07-17
WSBF,WSBF,2514,2016-07-18,2026-07-17
WSBK,WSBK,303,2025-05-02,2026-07-17
WSC,WSC,2514,2016-07-18,2026-07-17
WSE,WSE,47,2026-05-11,2026-07-17
WSFS,WSFS,2514,2016-07-18,2026-07-17
WSHP,WSHP,167,2025-11-14,2026-07-17
WTBA,WTBA,2514,2016-07-18,2026-07-17
WTF,WTF,325,2025-04-01,2026-07-17
WTG,WTG,250,2025-07-21,2026-07-17
WTW,WTW,2514,2016-07-18,2026-07-17
WULF,WULF,2514,2016-07-18,2026-07-17
WVE,WVE,2514,2016-07-18,2026-07-17
WVVI,WVVI,2514,2016-07-18,2026-07-17
WW,WW,265,2025-06-27,2026-07-17
WWD,WWD,2514,2016-07-18,2026-07-17
WXM,WXM,325,2025-04-01,2026-07-17
WYFI,WYFI,237,2025-08-07,2026-07-17
WYNN,WYNN,2514,2016-07-18,2026-07-17
XAIR,XAIR,2035,2018-06-12,2026-07-17
XBIO,XBIO,2514,2016-07-18,2026-07-17
XBIT,XBIT,2514,2016-07-18,2026-07-17
XBP,XBP,1306,2021-05-05,2026-07-17
XCBE,XCBE,87,2026-03-13,2026-07-17
XCUR,XCUR,2049,2018-05-22,2026-07-17
XE,XE,58,2026-04-24,2026-07-17
XEL,XEL,2514,2016-07-18,2026-07-17
XELB,XELB,2514,2016-07-18,2026-07-17
XERS,XERS,2028,2018-06-21,2026-07-17
XFOR,XFOR,2176,2017-11-16,2026-07-17
XGN,XGN,1715,2019-09-19,2026-07-17
XHLD,XHLD,357,2025-02-13,2026-07-17
XLO,XLO,1187,2021-10-22,2026-07-17
XMAX,XMAX,2514,2016-07-18,2026-07-17
XMTR,XMTR,1267,2021-06-30,2026-07-17
XNCR,XNCR,2514,2016-07-18,2026-07-17
XOS,XOS,1407,2020-12-08,2026-07-17
XP,XP,1657,2019-12-11,2026-07-17
XPEL,XPEL,1771,2019-07-01,2026-07-17
XPON,XPON,1076,2022-04-01,2026-07-17
XRAY,XRAY,2514,2016-07-18,2026-07-17
XRPN,XRPN,268,2025-06-24,2026-07-17
XRX,XRX,2514,2016-07-18,2026-07-17
XSLL,XSLL,84,2026-03-18,2026-07-17
XTIA,XTIA,2514,2016-07-18,2026-07-17
XWEL,XWEL,2514,2016-07-18,2026-07-17
XXII,XXII,2514,2016-07-18,2026-07-17
YAAS,YAAS,392,2024-12-20,2026-07-17
YDDL,YDDL,193,2025-10-09,2026-07-17
YDES,YDES,224,2025-08-26,2026-07-17
YHC,YHC,736,2023-08-10,2026-07-17
YHGJ,YHGJ,2514,2016-07-18,2026-07-17
YHNA,YHNA,421,2024-11-08,2026-07-17
YIBO,YIBO,621,2024-01-25,2026-07-17
YICC,YICC,5,2026-07-13,2026-07-17
YMAT,YMAT,243,2025-07-30,2026-07-17
YOOV,YOOV,312,2025-04-21,2026-07-17
YORW,YORW,2514,2016-07-18,2026-07-17
YSWY,YSWY,60,2026-04-22,2026-07-17
YSXT,YSXT,394,2024-12-18,2026-07-17
YTRA,YTRA,2406,2016-12-19,2026-07-17
YYAI,YYAI,1386,2021-01-08,2026-07-17
YYGH,YYGH,561,2024-04-22,2026-07-17
ZBAO,ZBAO,575,2024-04-02,2026-07-17
ZBIO,ZBIO,461,2024-09-13,2026-07-17
ZBRA,ZBRA,2514,2016-07-18,2026-07-17
ZCMD,ZCMD,1607,2020-02-25,2026-07-17
ZD,ZD,2514,2016-07-18,2026-07-17
ZDAI,ZDAI,498,2024-07-23,2026-07-17
ZENA,ZENA,449,2024-10-01,2026-07-17
ZEO,ZEO,1149,2021-12-16,2026-07-17
ZG,ZG,2514,2016-07-18,2026-07-17
ZION,ZION,2514,2016-07-18,2026-07-17
ZJK,ZJK,450,2024-09-30,2026-07-17
ZJYL,ZJYL,829,2023-03-28,2026-07-17
ZKP,ZKP,113,2026-02-04,2026-07-17
ZM,ZM,1821,2019-04-18,2026-07-17
ZNB,ZNB,2514,2016-07-18,2026-07-17
ZNTL,ZNTL,1579,2020-04-03,2026-07-17
ZOOZ,ZOOZ,572,2024-04-05,2026-07-17
ZS,ZS,2095,2018-03-16,2026-07-17
ZSQR,ZSQR,1400,2020-12-17,2026-07-17
ZSTK,ZSTK,1302,2021-05-11,2026-07-17
ZTEK,ZTEK,2514,2016-07-18,2026-07-17
ZTG,ZTG,215,2025-09-09,2026-07-17
ZUMZ,ZUMZ,2514,2016-07-18,2026-07-17
ZURA,ZURA,834,2023-03-21,2026-07-17
ZVRA,ZVRA,2514,2016-07-18,2026-07-17
ZYBT,ZYBT,382,2025-01-07,2026-07-17
ZYME,ZYME,2317,2017-04-28,2026-07-17
