symbol,name,lastsale,netchange,pctchange,marketCap,url,yahoo_symbol
ARKR,Ark Restaurants Corp. Common Stock,$5.85,0.01,0.171%,"21,096,018",/market-activity/stocks/arkr,ARKR
AROW,Arrow Financial Corporation Common Stock,$41.56,-0.94,-2.212%,"686,946,030",/market-activity/stocks/arow,AROW
ARQ,"Arq, Inc. Common Stock",$2.06,-0.12,-5.505%,"88,428,091",/market-activity/stocks/arq,ARQ
ARQQ,Arqit Quantum Inc. Ordinary Shares,$17.42,0.89,5.384%,"419,657,991",/market-activity/stocks/arqq,ARQQ
ARQT,"Arcutis Biotherapeutics, Inc. Common Stock",$28.49,0.75,2.704%,"3,563,625,325",/market-activity/stocks/arqt,ARQT
ARRY,"Array Technologies, Inc. Common Stock",$6.11,-0.14,-2.24%,"939,879,170",/market-activity/stocks/arry,ARRY
ARTC,Art Technology Acquisition Corp. Class A Ordinary Shares,$9.97,-0.01,-0.10%,NA,/market-activity/stocks/artc,ARTC
ARTL,"Artelo Biosciences, Inc. Common Stock",$1.15,0.01,0.877%,"4,008,371",/market-activity/stocks/artl,ARTL
ARTNA,Artesian Resources Corporation Class A Common Stock,$33.98,0.04,0.118%,"350,824,403",/market-activity/stocks/artna,ARTNA
ARTV,"Artiva Biotherapeutics, Inc. Common Stock",$9.76,0.72,7.965%,"241,234,719",/market-activity/stocks/artv,ARTV
ARTW,"Art's-Way Manufacturing Co., Inc. Common Stock",$2.26,-0.055,-2.376%,"11,755,132",/market-activity/stocks/artw,ARTW
ARVN,"Arvinas, Inc. Common Stock",$8.01,-0.02,-0.249%,"516,814,796",/market-activity/stocks/arvn,ARVN
ARWR,"Arrowhead Pharmaceuticals, Inc. Common Stock",$74.30,2.925,4.098%,"10,465,676,660",/market-activity/stocks/arwr,ARWR
ARXS,"Arxis, Inc. Class A Common Stock",$41.825,1.615,4.016%,"17,162,250,208",/market-activity/stocks/arxs,ARXS
ASBP,"Aspire Biopharma Holdings, Inc. Common Stock",$6.24,-0.04,-0.637%,"8,082,260",/market-activity/stocks/asbp,ASBP
ASLE,AerSale Corporation Common Stock,$6.05,0.01,0.166%,"285,879,615",/market-activity/stocks/asle,ASLE
ASMB,"Assembly Biosciences, Inc. Common Stock",$26.81,0.97,3.754%,"426,080,820",/market-activity/stocks/asmb,ASMB
ASO,"Academy Sports and Outdoors, Inc. Common Stock",$48.39,-0.22,-0.453%,"3,001,068,973",/market-activity/stocks/aso,ASO
ASPC,A SPAC III Acquisition Corp. Class A Ordinary Shares,$10.76,UNCH,--,NA,/market-activity/stocks/aspc,ASPC
ASPI,ASP Isotopes Inc. Common Stock,$3.875,-0.07,-1.774%,"487,875,857",/market-activity/stocks/aspi,ASPI
ASPS,Altisource Portfolio Solutions S.A. Common Stock,$6.35,-0.10,-1.55%,"71,621,326",/market-activity/stocks/asps,ASPS
ASRV,AmeriServ Financial Inc. Common Stock,$3.90,0.01,0.257%,"66,160,641",/market-activity/stocks/asrv,ASRV
ASST,"Strive, Inc. Class A Common Stock",$11.86,0.21,1.803%,"987,102,000",/market-activity/stocks/asst,ASST
ASTC,Astrotech Corporation (DE) Common Stock,$7.73,0.20,2.656%,"15,529,957",/market-activity/stocks/astc,ASTC
ASTE,"Astec Industries, Inc. Common Stock",$55.09,-1.21,-2.149%,"1,266,663,987",/market-activity/stocks/aste,ASTE
ASTH,Astrana Health Inc. Common Stock,$44.94,-0.16,-0.355%,"2,503,886,927",/market-activity/stocks/asth,ASTH
ASTI,"Ascent Solar Technologies, Inc. Common Stock",$3.06,-0.09,-2.857%,"30,038,279",/market-activity/stocks/asti,ASTI
ASTS,"AST SpaceMobile, Inc. Class A Common Stock",$57.80,2.79,5.072%,"22,433,600,262",/market-activity/stocks/asts,ASTS
ASUR,"Asure Software, Inc Common Stock",$8.14,-0.33,-3.896%,"233,468,493",/market-activity/stocks/asur,ASUR
ASYS,"Amtech Systems, Inc. Common Stock",$16.67,-0.04,-0.239%,"242,669,724",/market-activity/stocks/asys,ASYS
ATAI,AtaiBeckley Inc. Common Stock,$7.22,0.07,0.979%,"2,658,163,386",/market-activity/stocks/atai,ATAI
ATCX,Atlas Critical Minerals Corporation Common Stock,$3.17,0.09,2.922%,"15,841,901",/market-activity/stocks/atcx,ATCX
ATEC,"Alphatec Holdings, Inc. Common Stock",$8.535,-0.735,-7.929%,"1,312,591,718",/market-activity/stocks/atec,ATEC
ATER,"Aterian, Inc. Common Stock",$1.30,0.02,1.563%,"14,064,583",/market-activity/stocks/ater,ATER
ATEX,Anterix Inc. Common Stock,$100.35,6.38,6.789%,"1,956,671,766",/market-activity/stocks/atex,ATEX
ATGL,Alpha Technology Group Limited Class A Ordinary Shares,$9.91,0.22,2.27%,"163,143,375",/market-activity/stocks/atgl,ATGL
ATHR,"Aether Holdings, Inc. Common Stock",$4.35,-0.14,-3.118%,"52,829,576",/market-activity/stocks/athr,ATHR
ATII,Archimedes Tech SPAC Partners II Co. Ordinary Shares,$10.71,-0.03,-0.279%,NA,/market-activity/stocks/atii,ATII
ATLC,Atlanticus Holdings Corporation Common Stock,$100.68,-2.56,-2.48%,"1,522,079,938",/market-activity/stocks/atlc,ATLC
ATLO,Ames National Corporation Common Stock,$29.62,-0.83,-2.726%,"262,350,856",/market-activity/stocks/atlo,ATLO
ATLX,Atlas Lithium Corporation Common Stock,$3.04,-0.01,-0.328%,"89,652,296",/market-activity/stocks/atlx,ATLX
ATNI,"ATN International, Inc. Common Stock",$23.17,-0.93,-3.859%,"356,374,364",/market-activity/stocks/atni,ATNI
ATOM,Atomera Incorporated Common Stock,$5.62,-0.07,-1.23%,"217,586,730",/market-activity/stocks/atom,ATOM
ATOS,"Atossa Therapeutics, Inc. Common Stock",$2.49,0.10,4.184%,"21,442,289",/market-activity/stocks/atos,ATOS
ATPC,Agape ATP Corporation Common Stock,$3.07,-1.13,-26.905%,"3,071,922",/market-activity/stocks/atpc,ATPC
ATRA,"Atara Biotherapeutics, Inc. Common Stock",$8.39,-0.33,-3.784%,"75,595,343",/market-activity/stocks/atra,ATRA
ATRC,"AtriCure, Inc. Common Stock",$34.95,-0.67,-1.881%,"1,769,901,902",/market-activity/stocks/atrc,ATRC
ATRO,Astronics Corporation Common Stock,$67.26,1.22,1.847%,"2,892,747,876",/market-activity/stocks/atro,ATRO
ATXG,Addentax Group Corp. Common Stock,$3.54,-0.36,-9.231%,"3,651,280",/market-activity/stocks/atxg,ATXG
ATYR,"aTyr Pharma, Inc. Common Stock",$0.5098,-0.0061,-1.182%,"49,986,508",/market-activity/stocks/atyr,ATYR
AUBN,"Auburn National Bancorporation, Inc. Common Stock",$26.60,0.05,0.188%,"92,920,610",/market-activity/stocks/aubn,AUBN
AUC,ATIF Holdings Limited Ordinary Shares,$7.94,-0.01,-0.126%,"81,888,182",/market-activity/stocks/auc,AUC
AUDC,AudioCodes Ltd. Common Stock,$9.75,0.02,0.206%,"252,399,264",/market-activity/stocks/audc,AUDC
AUID,authID Inc. Common Stock,$0.8977,0.0221,2.524%,"15,009,848",/market-activity/stocks/auid,AUID
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,$15.96,0.02,0.125%,"2,073,815,651",/market-activity/stocks/auph,AUPH
AUR,"Aurora Innovation, Inc. Class A Common Stock",$6.06,0.11,1.849%,"11,884,890,719",/market-activity/stocks/aur,AUR
AURA,"Aura Biosciences, Inc. Common Stock",$6.99,0.10,1.451%,"723,020,548",/market-activity/stocks/aura,AURA
AURE,Aurelion Inc. Class A Ordinary Shares,$1.79,0.05,2.874%,"61,931,909",/market-activity/stocks/aure,AURE
AUUD,Auddia Inc. Common Stock,$1.25,-0.10,-7.407%,"6,705,063",/market-activity/stocks/auud,AUUD
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,$9.69,-0.21,-2.121%,"2,110,047,917",/market-activity/stocks/avah,AVAH
AVAT,Avalanche Treasury Corporation Class A Common Stock,$0.5017,-0.0393,-7.264%,"22,737,267",/market-activity/stocks/avat,AVAT
AVAV,"AeroVironment, Inc. Common Stock",$142.20,-7.09,-4.749%,"7,196,461,866",/market-activity/stocks/avav,AVAV
AVBH,"Avidbank Holdings, Inc. Common stock",$32.23,-0.51,-1.558%,"353,085,032",/market-activity/stocks/avbh,AVBH
AVBP,"ArriVent BioPharma, Inc. Common Stock",$33.19,0.43,1.313%,"1,545,821,860",/market-activity/stocks/avbp,AVBP
AVGO,Broadcom Inc. Common Stock,$370.825,-3.625,-0.968%,"1,764,229,676,923",/market-activity/stocks/avgo,AVGO
AVIR,"Atea Pharmaceuticals, Inc. Common Stock",$4.87,0.155,3.287%,"389,731,972",/market-activity/stocks/avir,AVIR
AVLN,Avalyn Pharma Inc. Common Stock,$28.30,2.62,10.202%,"1,254,626,589",/market-activity/stocks/avln,AVLN
AVNW,"Aviat Networks, Inc. Common Stock",$20.785,0.055,0.265%,"268,946,738",/market-activity/stocks/avnw,AVNW
AVO,"Mission Produce, Inc. Common Stock",$13.59,-0.11,-0.803%,"1,200,266,177",/market-activity/stocks/avo,AVO
AVPT,"AvePoint, Inc. Class A Common Stock",$13.22,0.03,0.227%,"2,802,867,331",/market-activity/stocks/avpt,AVPT
AVR,Anteris Technologies Global Corp. Common Stock,$8.45,0.11,1.319%,"822,541,615",/market-activity/stocks/avr,AVR
AVT,"Avnet, Inc. Common Stock",$85.65,0.89,1.05%,"7,025,362,538",/market-activity/stocks/avt,AVT
AVTX,"Avalo Therapeutics, Inc. Common Stock",$19.37,1.49,8.333%,"1,018,195,130",/market-activity/stocks/avtx,AVTX
AVXL,Anavex Life Sciences Corp. Common Stock,$2.39,0.05,2.137%,"221,485,502",/market-activity/stocks/avxl,AVXL
AWRE,"Aware, Inc. Common Stock",$1.11,-0.04,-3.478%,"24,027,145",/market-activity/stocks/awre,AWRE
AXGN,"Axogen, Inc. Common Stock",$39.85,0.075,0.189%,"2,119,136,286",/market-activity/stocks/axgn,AXGN
AXIN,Axiom Intelligence Acquisition Corp 1 Class A Ordinary Shares,$10.28,0.01,0.097%,NA,/market-activity/stocks/axin,AXIN
AXON,"Axon Enterprise, Inc. Common Stock",$510.28,-31.47,-5.809%,"41,129,627,852",/market-activity/stocks/axon,AXON
AXSM,"Axsome Therapeutics, Inc. Common Stock",$230.00,-7.04,-2.97%,"11,835,746,180",/market-activity/stocks/axsm,AXSM
AXTI,AXT Inc Common Stock,$45.86,0.29,0.636%,"3,000,307,218",/market-activity/stocks/axti,AXTI
AYTU,"Aytu BioPharma, Inc.  Common Stock",$2.15,-0.01,-0.463%,"23,076,397",/market-activity/stocks/aytu,AYTU
AZI,Autozi Internet Technology (Global) Ltd. Class A Ordinary Shares,$1.21,-0.06,-4.724%,"5,506,023",/market-activity/stocks/azi,AZI
AZIO,"Azio AI Holdings, Inc. Common Stock",$1.75,-0.08,-4.372%,"22,628,758",/market-activity/stocks/azio,AZIO
BACC,Blue Acquisition Corp. Class A Ordinary Shares,$10.48,-0.11,-1.039%,NA,/market-activity/stocks/bacc,BACC
BAER,"Bridger Aerospace Group Holdings, Inc. Common Stock",$1.94,0.145,8.078%,"111,817,024",/market-activity/stocks/baer,BAER
BAFN,BayFirst Financial Corp. Common Stock,$5.72,-0.03,-0.522%,"23,491,497",/market-activity/stocks/bafn,BAFN
BAND,Bandwidth Inc. Class A Common Stock,$71.81,2.93,4.254%,"2,299,162,816",/market-activity/stocks/band,BAND
BANF,BancFirst Corporation Common Stock,$116.14,-3.90,-3.249%,"3,900,722,986",/market-activity/stocks/banf,BANF
BANL,CBL International Limited Class B Ordinary Shares,$0.3575,0.0125,3.623%,"9,831,367",/market-activity/stocks/banl,BANL
BANR,Banner Corporation Common Stock,$71.08,-1.35,-1.864%,"2,414,441,388",/market-activity/stocks/banr,BANR
BANX,ArrowMark Financial Corp. Common Stock,$20.09,UNCH,--,"142,691,756",/market-activity/stocks/banx,BANX
BAOS,Baosheng Media Group Holdings Limited Ordinary shares,$2.51,-0.02,-0.791%,"79,904,562",/market-activity/stocks/baos,BAOS
BATRA,"Atlanta Braves Holdings, Inc. Series A Common Stock",$56.66,-1.09,-1.887%,"3,634,388,898",/market-activity/stocks/batra,BATRA
BATRK,"Atlanta Braves Holdings, Inc. Series C Common Stock",$51.66,-0.61,-1.167%,"3,313,669,793",/market-activity/stocks/batrk,BATRK
BBCP,"Concrete Pumping Holdings, Inc. Common Stock",$10.53,-0.16,-1.497%,"530,642,713",/market-activity/stocks/bbcp,BBCP
BBCQ,Bleichroeder Acquisition Corp. II Class A Ordinary Shares,$10.32,0.03,0.292%,NA,/market-activity/stocks/bbcq,BBCQ
BBGI,"Beasley Broadcast Group, Inc. Class A Common Stock",$22.16,0.39,1.791%,"40,074,521",/market-activity/stocks/bbgi,BBGI
BBIO,"BridgeBio Pharma, Inc. Common Stock",$81.38,1.08,1.345%,"15,926,692,789",/market-activity/stocks/bbio,BBIO
BBLG,Bone Biologics Corp Common Stock,$1.17,-0.03,-2.50%,"2,100,454",/market-activity/stocks/bblg,BBLG
BBNX,"Beta Bionics, Inc. Common Stock",$17.29,0.39,2.308%,"770,471,707",/market-activity/stocks/bbnx,BBNX
BBOT,"BridgeBio Oncology Therapeutics, Inc. Common Stock  ",$8.56,0.25,3.008%,"685,716,810",/market-activity/stocks/bbot,BBOT
BBSI,"Barrett Business Services, Inc. Common Stock",$40.08,-0.25,-0.62%,"984,350,732",/market-activity/stocks/bbsi,BBSI
BCAB,"BioAtla, Inc. Common Stock",$3.95,-0.04,-1.003%,"6,555,238",/market-activity/stocks/bcab,BCAB
BCAL,California BanCorp Common Stock,$21.23,-0.345,-1.599%,"682,859,214",/market-activity/stocks/bcal,BCAL
BCAR,D. Boral ARC Acquisition I Corp. Class A Ordinary Shares,$10.36,-0.01,-0.096%,NA,/market-activity/stocks/bcar,BCAR
BCAX,Bicara Therapeutics Inc. Common Stock,$27.76,0.16,0.58%,"1,823,939,320",/market-activity/stocks/bcax,BCAX
BCBP,"BCB Bancorp, Inc. (NJ) Common Stock",$10.29,-0.33,-3.107%,"178,666,886",/market-activity/stocks/bcbp,BCBP
BCDA,"BioCardia, Inc. Common Stock",$0.8258,-0.0292,-3.415%,"9,393,247",/market-activity/stocks/bcda,BCDA
BCG,"Binah Capital Group, Inc. Common Stock",$1.48,-0.04,-2.632%,"24,878,994",/market-activity/stocks/bcg,BCG
BCIC,BCP Investment Corporation Common Stock,$7.31,-0.06,-0.814%,"90,479,386",/market-activity/stocks/bcic,BCIC
BCML,BayCom Corp Common Stock,$33.97,-0.82,-2.357%,"370,589,498",/market-activity/stocks/bcml,BCML
BCPC,Balchem Corporation Common Stock,$163.35,-2.88,-1.733%,"5,248,408,711",/market-activity/stocks/bcpc,BCPC
BCRX,"BioCryst Pharmaceuticals, Inc. Common Stock",$9.29,0.185,2.032%,"2,361,171,111",/market-activity/stocks/bcrx,BCRX
BDCI,BTC Development Corp. Class A Ordinary Shares,$10.08,UNCH,--,NA,/market-activity/stocks/bdci,BDCI
BDSX,"Biodesix, Inc. Common Stock",$20.19,0.23,1.152%,"209,083,784",/market-activity/stocks/bdsx,BDSX
BDTX,"Black Diamond Therapeutics, Inc. Common Stock",$1.79,-0.02,-1.105%,"102,570,175",/market-activity/stocks/bdtx,BDTX
BEAG,Bold Eagle Acquisition Corp. Class A Ordinary Shares,$10.68,0.02,0.188%,NA,/market-activity/stocks/beag,BEAG
BEAM,Beam Therapeutics Inc. Common Stock,$27.53,-0.86,-3.029%,"2,832,264,761",/market-activity/stocks/beam,BEAM
BEAT,"Heartbeam, Inc. Common Stock",$0.559,-0.0162,-2.816%,"31,028,321",/market-activity/stocks/beat,BEAT
BEEM,Beam Global Common Stock,$1.03,-0.02,-1.905%,"21,771,092",/market-activity/stocks/beem,BEEM
BEEP,Mobile Infrastructure Corporation Common Stock,$1.94,0.02,1.042%,"79,928,000",/market-activity/stocks/beep,BEEP
BELFA,Bel Fuse Inc. Class A Common Stock,$228.73,3.73,1.658%,"2,910,064,772",/market-activity/stocks/belfa,BELFA
BELFB,Bel Fuse Inc. Class B Common Stock,$270.56,3.76,1.409%,"3,442,255,606",/market-activity/stocks/belfb,BELFB
BENF,Beneficient Class A Common Stock,$3.42,0.06,1.786%,"49,653,161",/market-activity/stocks/benf,BENF
BETR,Better Home & Finance Holding Company Class A Common Stock,$23.42,0.77,3.40%,"441,931,255",/market-activity/stocks/betr,BETR
BFC,Bank First Corporation Common Stock,$146.63,-6.58,-4.295%,"1,636,855,470",/market-activity/stocks/bfc,BFC
BFRG,"Bullfrog AI Holdings, Inc. Common Stock",$0.6454,0.0134,2.12%,"11,966,782",/market-activity/stocks/bfrg,BFRG
BFRI,Biofrontera Inc. Common Stock,$1.09,-0.02,-1.802%,"13,955,645",/market-activity/stocks/bfri,BFRI
BFST,"Business First Bancshares, Inc. Common Stock",$30.89,-0.48,-1.53%,"1,009,422,432",/market-activity/stocks/bfst,BFST
BGC,"BGC Group, Inc. Class A Common Stock",$11.30,-0.10,-0.877%,"5,413,339,998",/market-activity/stocks/bgc,BGC
BGDE,"Big Digital Energy, Inc. Common Stock",$5.71,0.45,8.555%,"31,526,349",/market-activity/stocks/bgde,BGDE
BGIN,Bgin Blockchain Limited Class A Ordinary Shares,$1.9121,-0.0129,-0.67%,"216,327,233",/market-activity/stocks/bgin,BGIN
BGL,Blue Gold Limited Class A Ordinary Shares,$0.212,-0.0038,-1.761%,"8,657,608",/market-activity/stocks/bgl,BGL
BGLC,BioNexus Gene Lab Corp Common stock,$1.66,0.01,0.606%,"4,012,741",/market-activity/stocks/bglc,BGLC
BGM,BGM Group Ltd. Class A Ordinary Shares,$0.2817,-0.0103,-3.527%,"112,855,600",/market-activity/stocks/bgm,BGM
BGMS,"Bio Green Med Solution, Inc. Common Stock",$0.9479,-0.0018,-0.19%,"5,231,892",/market-activity/stocks/bgms,BGMS
BHAV,BHAV Acquisition Corp Class A Ordinary Shares,$9.95,0.01,0.101%,NA,/market-activity/stocks/bhav,BHAV
BHRB,Burke & Herbert Financial Services Corp. Common Stock,$71.54,-1.31,-1.798%,"1,441,517,121",/market-activity/stocks/bhrb,BHRB
BHST,BioHarvest Sciences Inc. Common Stock,$2.70,-0.13,-4.594%,"61,203,173",/market-activity/stocks/bhst,BHST
BIAF,"bioAffinity Technologies, Inc. Common Stock",$0.7037,-0.0081,-1.138%,"3,337,692",/market-activity/stocks/biaf,BIAF
BIIB,Biogen Inc. Common Stock,$205.99,-2.93,-1.402%,"30,411,769,731",/market-activity/stocks/biib,BIIB
BIOA,"BioAge Labs, Inc. Common Stock",$22.81,0.65,2.933%,"1,013,966,863",/market-activity/stocks/bioa,BIOA
BIOX,Bioceres Crop Solutions Corp. Ordinary Shares,$0.3501,0.0014,0.401%,"22,136,206",/market-activity/stocks/biox,BIOX
BIRD,"Smartbird, Inc. Class A Common Stock",$2.70,-0.15,-5.263%,"23,776,338",/market-activity/stocks/bird,BIRD
BIVI,BioVie Inc. Class A Common Stock,$1.80,0.08,4.651%,"13,575,310",/market-activity/stocks/bivi,BIVI
BIXI,Bitcoin Infrastructure Acquisition Corp Ltd. Class A Ordinary Shares,$10.00,UNCH,--,NA,/market-activity/stocks/bixi,BIXI
BIYA,Baiya International Group Inc Class A Ordinary Shares,$4.14,1.10,36.184%,"11,174,734",/market-activity/stocks/biya,BIYA
BJDX,"Bluejay Diagnostics, Inc. Common Stock",$1.45,0.15,11.538%,"1,500,337",/market-activity/stocks/bjdx,BJDX
BJRI,"BJ's Restaurants, Inc. Common Stock",$67.49,5.02,8.036%,"1,418,432,201",/market-activity/stocks/bjri,BJRI
BKHA,Black Hawk Acquisition Corporation Class A Ordinary Shares,$12.11,0.15,1.254%,NA,/market-activity/stocks/bkha,BKHA
BKNG,Booking Holdings Inc. Common Stock,$181.68,-2.93,-1.587%,"140,779,914,252",/market-activity/stocks/bkng,BKNG
BKR,Baker Hughes Company Class A Common Stock,$55.95,-0.59,-1.044%,"55,506,243,597",/market-activity/stocks/bkr,BKR
BKYI,"BIO-key International, Inc. Common Stock",$4.60,-0.37,-7.445%,"4,992,656",/market-activity/stocks/bkyi,BKYI
BL,"BlackLine, Inc. Common Stock",$30.29,0.01,0.033%,"1,776,839,176",/market-activity/stocks/bl,BL
BLBD,Blue Bird Corporation Common Stock,$78.34,0.66,0.85%,"2,479,193,782",/market-activity/stocks/blbd,BLBD
BLFS,"BioLife Solutions, Inc. Common Stock",$29.15,-1.11,-3.668%,"1,424,193,647",/market-activity/stocks/blfs,BLFS
BLIN,"Bridgeline Digital, Inc. Common Stock",$1.22,0.02,1.667%,"17,363,911",/market-activity/stocks/blin,BLIN
BLKB,"Blackbaud, Inc. Common Stock",$32.40,-0.63,-1.907%,"1,488,200,234",/market-activity/stocks/blkb,BLKB
BLLN,"BillionToOne, Inc. Class A Common Stock",$130.31,2.13,1.662%,"5,993,671,520",/market-activity/stocks/blln,BLLN
BLMN,"Bloomin' Brands, Inc. Common Stock",$8.54,-0.03,-0.35%,"731,146,011",/market-activity/stocks/blmn,BLMN
BLNE,"Beeline Holdings, Inc. Common Stock",$0.94,-0.0103,-1.084%,"30,661,664",/market-activity/stocks/blne,BLNE
BLNK,Blink Charging Co. Common Stock,$0.5505,-0.0014,-0.254%,"79,097,084",/market-activity/stocks/blnk,BLNK
BLRK,Bluerock Acquisition Corp. Class A Ordinary Shares,$10.03,0.01,0.10%,NA,/market-activity/stocks/blrk,BLRK
BLUW,Blue Water Acquisition Corp. III Class A Ordinary Shares,$10.32,UNCH,--,"74,768,400",/market-activity/stocks/bluw,BLUW
BLZE,"Backblaze, Inc. Class A Common Stock",$13.22,-0.51,-3.714%,"793,200,000",/market-activity/stocks/blze,BLZE
BLZR,Trailblazer Acquisition Corp. Class A Ordinary Shares,$10.14,0.005,0.049%,NA,/market-activity/stocks/blzr,BLZR
BMBL,Bumble Inc. Class A Common Stock,$2.92,-0.11,-3.63%,"380,859,011",/market-activity/stocks/bmbl,BMBL
BMEA,"Biomea Fusion, Inc. Common Stock",$1.28,0.02,1.587%,"92,543,283",/market-activity/stocks/bmea,BMEA
BMGL,Basel Medical Group Ltd Ordinary Shares,$5.26,-0.34,-6.071%,"8,234,425",/market-activity/stocks/bmgl,BMGL
BMHL,Bluemount Holdings Limited Class B Ordinary Shares,$5.69,-0.07,-1.215%,"145,209,636",/market-activity/stocks/bmhl,BMHL
BMRA,"Biomerica, Inc. Common Stock",$1.6139,-0.0161,-0.988%,"4,987,385",/market-activity/stocks/bmra,BMRA
BMRC,Bank of Marin Bancorp Common Stock,$28.92,-0.52,-1.766%,"468,206,326",/market-activity/stocks/bmrc,BMRC
BMRN,BioMarin Pharmaceutical Inc. Common Stock,$59.59,-0.41,-0.683%,"11,517,819,660",/market-activity/stocks/bmrn,BMRN
BNAI,Brand Engagement Network Inc. Common Stock,$11.62,-0.46,-3.808%,"75,619,323",/market-activity/stocks/bnai,BNAI
BNC,CEA Industries Inc. Common Stock,$2.93,-0.02,-0.678%,"120,903,081",/market-activity/stocks/bnc,BNC
BNGO,"Bionano Genomics, Inc. Common Stock",$1.15,-0.02,-1.709%,"13,196,250",/market-activity/stocks/bngo,BNGO
BNKK,"Bonk, Inc. Common Stock",$1.21,-0.04,-3.20%,"9,681,137",/market-activity/stocks/bnkk,BNKK
BNRG,Brenmiller Energy Ltd Ordinary Shares,$0.8346,0.1449,21.009%,"2,145,391",/market-activity/stocks/bnrg,BNRG
BNTC,Benitec Biopharma Inc. Common Stock,$12.78,0.12,0.948%,"439,048,389",/market-activity/stocks/bntc,BNTC
BNZI,"Banzai International, Inc. Class A Common Stock",$2.42,0.01,0.415%,"7,228,864",/market-activity/stocks/bnzi,BNZI
BODI,"The Beachbody Company, Inc. Class A Common Stock",$10.37,-0.80,-7.162%,"75,097,093",/market-activity/stocks/bodi,BODI
BOF,BranchOut Food Inc. Common Stock,$4.13,0.13,3.25%,"63,255,204",/market-activity/stocks/bof,BOF
BOKF,BOK Financial Corporation Common Stock,$141.24,-1.87,-1.307%,"8,581,892,114",/market-activity/stocks/bokf,BOKF
BOLD,"Boundless Bio, Inc. Common Stock",$2.48,-0.01,-0.402%,"55,710,995",/market-activity/stocks/bold,BOLD
BOLT,"Bolt Biotherapeutics, Inc. Common Stock",$4.42,0.23,5.489%,"8,493,326",/market-activity/stocks/bolt,BOLT
BON,Bon Natural Life Limited Class A Ordinary Shares,$1.16,-0.0157,-1.335%,"9,429,420",/market-activity/stocks/bon,BON
BOOM,DMC Global Inc. Common Stock,$6.26,-0.01,-0.159%,"128,134,732",/market-activity/stocks/boom,BOOM
BOSC,B.O.S. Better Online Solutions Common Stock,$4.24,-0.02,-0.469%,"29,891,194",/market-activity/stocks/bosc,BOSC
BOT,"RoboStrategy, Inc. Common Stock",$29.18,-0.07,-0.239%,NA,/market-activity/stocks/bot,BOT
BOTJ,"Bank of the James Financial Group, Inc. Common Stock",$26.70,-0.16,-0.596%,"121,307,125",/market-activity/stocks/botj,BOTJ
BOXL,Boxlight Corporation Class A Common Stock,$3.56,-0.31,-8.01%,"2,374,346",/market-activity/stocks/boxl,BOXL
